1981/092   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:32:55 0.94 262.18 297.67 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.07 389.1  38991.
 0:35:37 0.94 262.18 297.64 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.49 404.4  75699.
 0:38:19 0.94 262.18 297.62 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.47 383.3  51875.
 0:41:01 0.94 262.18 297.59 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.48 392.4  55860.
 0:43:43 0.94 262.18 297.57 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.08 389.1  35223.
 0:46:25 0.94 262.18 297.54 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.47 391.7  37734.
 0:49:07 0.94 262.18 297.52 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.27 392.8  62984.
 0:51:49 0.94 262.18 297.49 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.21 382.4  40534.
 0:54:31 0.94 262.18 297.47 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.29 388.0  33381.
 0:57:13 0.94 262.18 297.44 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.94 386.6  55435.
 0:59:55 0.94 262.18 297.42 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.45 389.2  30698.
 1:02:37 0.94 262.18 297.39 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.92 390.2  43282.
 1:05:19 0.94 262.17 297.37 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.44 388.6  67919.
 1:08:01 0.94 262.17 297.34 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.82 393.4  54925.
 1:10:43 0.94 262.17 297.32 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.48 382.3  46255.
 1:13:25 0.94 262.17 297.29 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.34 385.1  68997.
 1:16:07 0.94 262.17 297.27 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.19 398.1  48824.
 1:18:49 0.94 262.17 297.24 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.65 386.5  48954.
 1:21:31 0.94 262.17 297.22 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.10 388.8  37724.
 1:24:13 0.94 262.17 297.19 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.98 385.3  78125.
 1:26:55 0.94 262.17 297.17 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.60 382.3  49731.
 1:29:37 0.94 262.17 297.14 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.74 389.7  49065.
 1:32:19 0.94 262.17 297.12 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.19 383.8  50946.
 1:35:01 0.94 262.17 297.09 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.29 390.6  55175.
 1:37:43 0.94 262.17 297.06 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.09 389.0  61480.
 1:40:25 0.94 262.17 297.04 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.09 386.3  39069.
 1:43:07 0.94 262.17 297.02 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.78 393.3  61867.
 1:45:49 0.94 262.17 296.99 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.75 384.2  43981.
 1:48:31 0.94 262.17 296.96 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.56 380.2  49110.
 1:51:13 0.94 262.17 296.94 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.65 385.0  52687.
 1:53:55 0.94 262.17 296.91 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.29 384.7  50007.
 1:56:37 0.94 262.17 296.89 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.03 383.6  49926.
 1:59:19 0.94 262.17 296.87 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.10 387.6  53950.
 2:02:01 0.94 262.17 296.84 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.62 392.9  56799.
 2:04:43 0.94 262.17 296.81 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.08 387.2  42977.
 2:07:25 0.94 262.17 296.79 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.51 378.1  39030.
 2:10:07 0.94 262.16 296.76 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.77 379.6  54028.
 2:12:49 0.94 262.16 296.74 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.77 383.7  48126.
 2:15:31 0.94 262.16 296.71 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.82 382.7  83891.
 2:18:13 0.94 262.16 296.69 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.67 377.9  38049.
 2:20:55 0.94 262.16 296.66 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.50 386.7  34297.
 2:23:37 0.94 262.16 296.64 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.19 386.3  45836.
 2:26:19 0.94 262.16 296.61 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.37 379.7  45488.
 2:29:01 0.94 262.16 296.59 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.04 377.5  30454.
 2:31:43 0.94 262.16 296.56 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.01 387.3  27683.
 2:34:25 0.94 262.16 296.54 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.73 374.1  31611.
 2:37:07 0.94 262.16 296.51 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.75 373.8  42516.
 2:39:49 0.94 262.16 296.48 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.40 380.3  62075.
 2:42:31 0.94 262.16 296.46 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.03 376.6  49828.
 2:45:13 0.94 262.16 296.44 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.93 367.4  42779.
 2:47:55 0.94 262.16 296.41 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.68 369.7  52930.
 2:50:37 0.94 262.16 296.38 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.37 367.2  42347.
 2:53:19 0.94 262.16 296.36 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.15 376.2  87354.
 2:56:01 0.94 262.16 296.33 -2.29 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.57 374.0  30162.
 2:58:43 0.94 262.16 296.31 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.76 360.6  33937.
 3:01:25 0.94 262.16 296.29 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.17 363.2  40037.
 3:04:07 0.94 262.16 296.26 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.66 370.2  46820.
 3:06:49 0.94 262.16 296.23 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.33 369.8  26420.
 3:09:31 0.94 262.16 296.21 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.89 375.9  46245.
 3:12:13 0.94 262.15 296.18 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.65 373.6  23584.
 3:14:55 0.94 262.15 296.16 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.84 374.4  37633.
 3:17:37 0.94 262.15 296.13 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.62 371.4  33108.
 3:20:19 0.94 262.15 296.11 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.53 369.7  26715.
 3:23:01 0.94 262.15 296.08 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.16 364.2  28301.
 3:25:43 0.94 262.15 296.06 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.49 368.4  26225.
 3:28:25 0.94 262.15 296.03 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.02 366.7  34054.
 3:31:07 0.94 262.15 296.01 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.69 369.3  27589.
 3:33:49 0.94 262.15 295.98 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.81 369.2  28398.
 3:36:31 0.94 262.15 295.96 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.03 367.7  26027.
 3:39:13 0.94 262.15 295.93 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.66 366.9  25835.
 3:41:55 0.94 262.15 295.91 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.46 366.8  29330.
 3:44:37 0.94 262.15 295.88 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.46 365.8  26696.
 3:47:19 0.94 262.15 295.86 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.47 365.4  21329.
 3:50:01 0.94 262.15 295.83 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.60 382.7  37698.
 3:52:43 0.94 262.15 295.80 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.73 384.0  32465.
 3:55:25 0.94 262.15 295.78 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.26 366.3  36542.
 3:58:07 0.94 262.15 295.76 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.31 386.2  31923.
 4:00:49 0.94 262.15 295.73 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.42 373.5  31903.
 4:03:31 0.94 262.15 295.71 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.08 373.8  34755.
 4:06:13 0.94 262.15 295.68 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.55 373.9  24354.
 4:08:55 0.94 262.15 295.65 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.94 369.3  25692.
 4:11:37 0.94 262.15 295.63 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.94 369.9  31429.
 4:14:19 0.94 262.15 295.61 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.24 366.3  29964.
 4:17:01 0.94 262.14 295.58 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.59 371.0  29918.
 4:19:43 0.94 262.14 295.55 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.62 374.9  33807.
 4:22:25 0.94 262.14 295.53 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.71 377.9  25520.
 4:25:07 0.94 262.14 295.50 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.30 378.8  41941.
 4:27:49 0.94 262.14 295.48 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  8.47 363.0  50773.
 4:30:31 0.94 262.14 295.46 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.58 369.8  28041.
 4:33:13 0.94 262.14 295.43 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.68 371.3  45089.
 4:35:55 0.94 262.14 295.40 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.86 368.7  28327.
 4:38:37 0.94 262.14 295.38 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.90 375.5  25786.
 4:41:19 0.94 262.14 295.35 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.52 368.5  24386.
 4:44:01 0.94 262.14 295.33 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.73 365.3  33784.
 4:46:43 0.94 262.14 295.30 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.89 360.5  30721.
 4:49:25 0.94 262.14 295.28 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.68 373.9  21732.
 4:52:07 0.94 262.14 295.25 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.78 390.9  22603.
 4:54:49 0.94 262.14 295.23 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.10 392.7  29399.
 4:57:31 0.94 262.14 295.20 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.23 391.7  18708.
 5:00:13 0.94 262.14 295.18 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.12 396.3  26527.
 5:02:55 0.94 262.14 295.15 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.21 396.7  24682.
 5:05:37 0.94 262.14 295.13 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.02 400.6  28249.
 5:08:19 0.94 262.14 295.10 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.20 390.2  35135.
 5:11:01 0.94 262.14 295.08 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.54 399.1  26355.
 5:16:23 0.94 262.14 295.03 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.71 384.6  27232.
 5:19:05 0.94 262.14 295.00 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  7.14 372.8  39943.
 5:21:47 0.94 262.13 294.97 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.29 372.4  40486.
 5:24:29 0.94 262.13 294.95 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.67 371.5  26436.
 5:27:13 0.94 262.13 294.93 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.27 384.9  39306.
 5:29:55 0.94 262.13 294.90 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.21 394.9  27527.
 5:32:37 0.94 262.13 294.88 -2.30 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.05 388.7  33034.
 5:35:19 0.94 262.13 294.85 -2.31 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.28 383.9  30233.
 5:38:01 0.94 262.13 294.82 -2.31 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.77 378.9  24337.
 5:40:43 0.94 262.13 294.80 -2.31 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.05 377.3  46206.
 5:43:25 0.94 262.13 294.78 -2.31 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.52 388.9  39433.
 5:46:07 0.94 262.13 294.75 -2.31 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.22 387.1  30344.
 5:48:49 0.94 262.13 294.72 -2.31 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.50 389.4  42746.
 5:51:31 0.94 262.13 294.70 -2.31 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.46 361.4  25383.
 5:54:13 0.94 262.13 294.67 -2.31 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.47 374.0  31409.
 5:56:55 0.94 262.13 294.65 -2.31 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  6.06 376.3  38433.
 5:59:37 0.94 262.13 294.62 -2.31 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.79 383.4  26852.
 6:02:19 0.94 262.13 294.60 -2.31 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.96 378.0  40196.
 6:05:01 0.94 262.13 294.57 -2.31 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.53 379.8  26732.
 6:07:43 0.94 262.13 294.55 -2.31 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.57 369.5  23220.
