1976/294   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:00:28 0.29 269.41 148.69  4.69 1647 118.92   324.4 264886.  0.98  3.64   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 93.87 311.0 194735.
 0:17:21 0.29 269.49 148.62  4.70 1647 112.10   325.1 240194.  1.50  3.19   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 89.69 314.6 200345.
 0:18:01 0.29 269.50 148.61  4.70 1647 115.19   324.1 213027.  3.43  3.08 -32.73   8.28  17.71 1.89 4.29 3.53 -1.00  -1.0     -1. 91.98 311.4 182336.
 0:18:42 0.29 269.50 148.61  4.70 1647 145.76   313.6 276307.  1.66  3.30 -34.85   4.66  13.94 0.79 1.65 2.50 -1.00  -1.0     -1.119.96 298.2 177392.
 0:19:22 0.29 269.50 148.61  4.70 1647 116.15   326.9 238827.  2.04  2.12 -33.97  11.38  18.23 0.61 0.92 0.93 -1.00  -1.0     -1. 96.92 314.1 191932.
 0:20:03 0.29 269.51 148.61  4.70 1647 117.94   324.1 243972.  2.05  3.63 -33.08  11.82  17.54 0.60 0.67 0.44 -1.00  -1.0     -1.105.64 310.7 226346.
 0:20:43 0.29 269.51 148.60  4.70 1647 116.98   317.9 215847.  2.71  2.27 -33.40  14.63  10.25 1.22 2.67 3.23 -1.00  -1.0     -1.106.02 309.7 201629.
 0:21:24 0.29 269.51 148.60  4.70 1647 113.15   330.9 224163.  1.87  1.57 -30.18  13.44  19.83 1.44 2.64 2.42 -1.00  -1.0     -1.100.73 316.8 206508.
 0:22:04 0.29 269.52 148.60  4.70 1647 126.08   317.3 207697.  2.28  4.59 -29.01  10.93  21.40 1.06 0.88 1.11 -1.00  -1.0     -1.117.11 300.8 135032.
 0:22:45 0.29 269.52 148.59  4.70 1647 139.98   318.4 215064.  2.63  4.50 -27.66  11.45  21.23 1.79 2.71 5.14 -1.00  -1.0     -1.116.66 301.5 151560.
 0:23:25 0.29 269.52 148.59  4.70 1647 141.21   323.0 156706.  5.05  2.73 -19.20  18.70  22.36 3.75 4.15 6.00 -1.00  -1.0     -1.126.88 305.8 110675.
 0:24:06 0.29 269.53 148.59  4.70 1647 162.06   328.3 145330.  5.25  4.42 -16.79  22.37  20.15 5.37 2.96 2.23 -1.00  -1.0     -1.124.21 313.4 113839.
 0:24:46 0.29 269.53 148.58  4.70 1647 126.32   325.6 126813.  5.51  3.02 -27.64  17.33   9.30 7.14 3.64 4.82 -1.00  -1.0     -1.129.65 297.2 126372.
 0:25:27 0.29 269.53 148.58  4.70 1647 158.52   309.4 208424.  3.36  0.06 -30.70  16.79   0.25 1.98 3.19 2.20 -1.00  -1.0     -1.132.23 294.6 167019.
 0:26:07 0.29 269.54 148.58  4.70 1647 147.19   306.8 164687.  2.74  2.46 -30.57  12.60   9.13 1.21 6.99 4.94 -1.00  -1.0     -1.129.90 296.4 140730.
 0:26:48 0.29 269.54 148.57  4.70 1647 148.22   309.6 172737. -0.15  3.94 -31.38   4.52  14.43 1.00 3.74 3.59 -1.00  -1.0     -1.131.15 300.7 145313.
 0:27:28 0.29 269.54 148.57  4.70 1647 152.15   308.1 196818.  2.33  1.91 -31.75  13.22   5.72 0.82 3.73 4.09 -1.00  -1.0     -1.133.04 295.3 150176.
 0:28:09 0.29 269.55 148.57  4.70 1647 145.13   307.8 238979.  3.17  1.00 -33.73  11.82   2.54 0.77 1.53 3.56 -1.00  -1.0     -1.127.44 294.0 172474.
 0:28:49 0.29 269.55 148.56  4.70 1647 145.49   306.7 216789.  2.12 -2.39 -34.48   9.50  -5.27 0.51 1.26 1.38 -1.00  -1.0     -1.129.75 291.4 153278.
 0:29:30 0.29 269.55 148.56  4.70 1647 144.63   304.6 245863.  2.12 -1.23 -34.85   4.81  -5.21 1.10 3.23 5.61 -1.00  -1.0     -1.129.09 293.4 171158.
 0:30:10 0.29 269.56 148.56  4.70 1647 162.29   304.2 238820.  0.93  0.50 -35.45   3.02   4.77 0.36 1.40 1.92 -1.00  -1.0     -1.127.86 291.3 157290.
 0:30:51 0.29 269.56 148.55  4.70 1647 158.70   309.5 224254.  1.35  1.59 -32.89   3.34  10.93 1.32 2.22 2.79 -1.00  -1.0     -1.134.46 298.5 169020.
 0:31:31 0.29 269.56 148.55  4.70 1647 155.32   308.1 186055.  1.33  2.14 -31.89  10.56   9.84 0.79 1.90 2.34 -1.00  -1.0     -1.124.48 294.2 139661.
 0:32:12 0.29 269.57 148.55  4.70 1647 147.58   307.0 208207.  2.46  1.78 -30.98  12.60   5.11 1.60 3.09 3.32 -1.00  -1.0     -1.133.98 295.8 171259.
 0:32:52 0.29 269.57 148.55  4.70 1647 148.91   303.6 196642.  1.65  0.24 -27.72  17.68   3.61 3.96 6.30 2.75 -1.00  -1.0     -1.135.53 293.8 163251.
 0:36:56 0.29 269.58 148.53  4.71 1647  -1.00    -1.0     -1. -1.00 -1.00  -5.13  10.25  32.31 6.11 2.93 2.30 -1.00  -1.0     -1.121.24 317.9  72363.
 0:39:38 0.29 269.60 148.52  4.71 1647 172.82   323.0  55503.  3.12  8.77  -6.31   9.39  30.84 3.83 2.75 1.48 -1.00  -1.0     -1.136.30 322.2  58037.
 0:42:20 0.29 269.61 148.51  4.71 1647 164.89   318.5  61665.  0.00  0.00 -12.46   5.59  28.42 2.06 4.57 3.42 -1.00  -1.0     -1.133.15 315.5  59817.
 0:43:00 0.29 269.62 148.50  4.71 1647 181.63   321.4  59122.  3.53  5.20  -5.88  13.83  26.06 4.67 5.15 4.72 -1.00  -1.0     -1.151.11 318.5  68198.
 0:43:41 0.29 269.62 148.50  4.71 1647 196.14   357.8  83011.  3.12 -0.99   2.46   7.05  22.1613.92 6.11 9.88  1.58 356.1 160214.154.11 354.5  82569.
 0:44:21 0.29 269.62 148.50  4.71 1647 202.34   342.8  70050.  3.99  3.44  21.06   7.98  19.51 5.84 5.27 4.80  1.96 359.3 139333.159.51 338.3  69117.
 0:45:02 0.29 269.63 148.50  4.71 1647 185.70   348.5  63056.  1.90  3.89  22.17  -1.28  23.30 2.21 2.37 2.18  2.05 349.0 144063.151.82 346.0  63238.
 0:45:42 0.29 269.63 148.49  4.71 1647 174.80   351.8  79386.  0.70  2.62  20.29  -3.44  24.07 2.91 2.57 2.22  1.93 354.6 126885.140.50 354.0  67107.
 0:46:23 0.29 269.63 148.49  4.71 1647 188.15   347.0  58781.  1.05  3.81  16.31   1.69  25.63 4.46 4.06 3.28  2.01 347.7 161617.148.09 345.3  60002.
 0:47:03 0.29 269.64 148.49  4.71 1647 202.88   348.6  70173.  2.17  3.32  15.37   2.56  26.94 4.61 2.01 2.47  1.72 355.3 129276.169.59 346.6  76410.
 0:47:44 0.29 269.64 148.48  4.71 1647 186.79   344.8  56000.  1.96  4.27  -9.76  10.20  24.4815.22 6.43 4.48  2.69 330.2 153665.153.41 342.9  58443.
 0:48:24 0.29 269.64 148.48  4.71 1647 142.20   311.9 124737.  3.94  2.66 -23.20  16.99  23.13 0.96 0.55 0.63 -1.00  -1.0     -1.112.91 306.1 122571.
 0:49:05 0.29 269.65 148.48  4.71 1647 132.69   323.3 189762.  2.65  1.79 -22.50  15.69  24.94 1.38 0.88 1.05 -1.00  -1.0     -1.112.19 311.8 125170.
 0:49:45 0.29 269.65 148.47  4.71 1647  -1.00    -1.0     -1. -1.00 -1.00 -23.73  17.99  22.57 2.02 0.84 1.61 -1.00  -1.0     -1.111.50 311.2 120232.
 0:50:26 0.29 269.65 148.47  4.71 1647  -1.00    -1.0     -1. -1.00 -1.00 -27.25  17.83  19.69 0.74 0.48 1.15 -1.00  -1.0     -1.109.63 310.6 132021.
 0:51:06 0.29 269.66 148.47  4.71 1647 121.68   315.6 204789.  0.00  0.00 -28.30  19.31  16.99 0.85 0.37 0.77 -1.00  -1.0     -1.105.80 314.8 157398.
 0:51:47 0.29 269.66 148.46  4.71 1647 120.77   322.8 188180.  3.29  3.31 -27.50  19.18  16.33 0.83 0.50 0.76 -1.00  -1.0     -1.111.96 311.6 135347.
 0:52:27 0.29 269.66 148.46  4.71 1647 119.80   326.9 196464.  3.43  2.93 -29.44  19.80  14.64 0.46 0.34 0.66 -1.00  -1.0     -1.106.04 311.8 169384.
 0:53:08 0.29 269.67 148.46  4.71 1647 120.61   324.7 214850.  2.99  1.89 -30.23  18.98  13.01 0.64 0.63 1.14 -1.00  -1.0     -1. 99.31 311.6 146103.
 0:53:48 0.29 269.67 148.45  4.71 1647 143.92   330.3 207073.  3.58  0.32 -27.24  23.28  10.03 4.12 4.67 3.77 -1.00  -1.0     -1.108.93 322.1 156559.
 0:54:29 0.29 269.67 148.45  4.72 1647 123.90   320.7 224413.  1.69  2.19 -28.65  20.04  15.38 1.79 1.53 2.56 -1.00  -1.0     -1.105.21 311.3 209334.
 0:55:09 0.29 269.68 148.45  4.72 1647 132.61   317.5 217039.  4.43  3.30 -28.14  19.11  13.47 1.04 1.17 2.00 -1.00  -1.0     -1.110.76 305.6 181196.
 0:55:50 0.29 269.68 148.44  4.72 1647 132.28   313.2 233444.  4.31  1.76 -29.59  19.10  10.69 0.34 0.47 0.28 -1.00  -1.0     -1.109.80 299.7 174215.
 0:56:30 0.29 269.68 148.44  4.72 1647 119.37   316.8 211247.  4.79  1.97 -29.01  19.43  10.79 0.78 1.18 1.84 -1.00  -1.0     -1.111.49 303.0 194696.
 0:57:11 0.29 269.68 148.44  4.72 1647 137.64   315.7 232745.  4.02  1.95 -27.35  19.59  14.81 0.80 0.85 0.71 -1.00  -1.0     -1.111.29 299.9 166899.
 0:57:51 0.29 269.68 148.44  4.72 1647 124.63   322.3 223897.  4.69  3.31 -28.15  19.28  15.66 0.96 0.87 0.79 -1.00  -1.0     -1.108.41 304.9 174543.
 0:58:32 0.29 269.69 148.44  4.72 1647 125.10   318.8 221987.  4.08  2.49 -28.73  18.90  14.08 0.49 1.21 1.19 -1.00  -1.0     -1.109.64 301.8 164011.
 0:59:12 0.29 269.69 148.43  4.72 1647 120.92   315.5 202194.  4.40  2.15 -28.54  19.95  13.13 0.43 0.63 1.26 -1.00  -1.0     -1.112.24 302.1 178919.
 0:59:53 0.29 269.69 148.43  4.72 1647 123.08   318.0 203217.  4.51  2.29 -27.74  20.76  13.55 0.42 0.81 0.92 -1.00  -1.0     -1.108.69 302.4 163969.
 1:00:33 0.29 269.70 148.43  4.72 1647 126.67   317.6 226099.  4.65  2.46 -25.43  21.46  16.01 1.40 0.90 1.74 -1.00  -1.0     -1.111.36 305.7 177707.
 1:01:14 0.29 269.70 148.42  4.72 1647 123.68   319.6 228929.  4.15  1.95 -28.19  21.05  13.57 0.98 1.00 1.00 -1.00  -1.0     -1.106.29 308.2 210240.
 1:01:54 0.29 269.70 148.42  4.72 1647 122.50   324.6 212959.  2.91  0.44 -28.85  20.15  11.80 0.68 0.99 1.29 -1.00  -1.0     -1.110.72 312.2 209061.
 1:02:35 0.29 269.71 148.42  4.72 1647 128.97   325.2 236160.  3.49  2.20 -28.60  19.88  12.90 1.30 1.19 1.35 -1.00  -1.0     -1.114.54 314.3 214616.
 1:03:15 0.29 269.71 148.41  4.72 1647 116.98   321.9 218751.  3.35  2.00 -29.59  21.64  11.33 0.62 1.23 0.76 -1.00  -1.0     -1.104.84 308.8 192725.
 1:03:56 0.29 269.71 148.41  4.72 1647 133.06   323.7 192884.  5.23  0.60 -27.95  22.25  15.31 0.60 1.38 3.25 -1.00  -1.0     -1.117.28 306.6 158908.
 1:04:36 0.29 269.72 148.41  4.72 1647 114.15   326.2 178646.  3.89  2.25 -27.04  20.83  16.43 0.96 0.45 0.96 -1.00  -1.0     -1.103.16 312.1 170489.
 1:05:17 0.29 269.72 148.41  4.72 1647 117.45   327.6 235130.  3.32  1.86 -28.99  19.63  14.74 1.28 1.12 0.91 -1.00  -1.0     -1.104.89 314.4 194687.
 1:05:57 0.29 269.72 148.40  4.72 1647 118.84   326.9 195336.  3.17  1.41 -29.24  19.68  13.90 1.27 0.79 0.79 -1.00  -1.0     -1.101.10 314.1 179445.
 1:06:38 0.29 269.73 148.40  4.72 1647 120.77   323.7 213375.  4.69  2.23 -30.24  17.23  15.02 1.38 1.47 0.50 -1.00  -1.0     -1.107.58 312.0 210422.
 1:07:18 0.29 269.73 148.40  4.72 1647 125.19   326.5 199010.  3.69  1.95 -28.12  16.88  16.35 1.23 1.09 0.99 -1.00  -1.0     -1.103.02 312.1 172090.
 1:07:59 0.29 269.73 148.39  4.72 1647 123.46   322.6 205039.  3.26  1.68 -30.08  16.60  15.72 0.53 0.48 0.77 -1.00  -1.0     -1.103.54 314.8 198913.
 1:08:39 0.29 269.74 148.39  4.72 1647 119.04   323.8 229708.  3.73  2.98 -28.67  15.42  14.40 1.25 1.63 1.09 -1.00  -1.0     -1.107.45 309.4 175547.
 1:09:20 0.29 269.74 148.39  4.72 1647 117.32   320.7 230735.  2.28  1.82 -29.32  15.81  12.84 1.09 1.27 1.94 -1.00  -1.0     -1.103.72 311.6 203139.
 1:10:00 0.29 269.75 148.39  4.72 1647 143.73   331.0 230114.  1.65 -1.17 -26.93  12.45   5.46 1.88 4.13 6.21 -1.00  -1.0     -1.124.99 321.3 204650.
 1:10:41 0.29 269.75 148.38  4.72 1647 140.96   324.4 267563.  0.13 -2.12 -26.26   5.72  -4.69 2.78 5.99 7.28 -1.00  -1.0     -1.122.00 319.5 236562.
 1:11:21 0.29 269.75 148.38  4.72 1647 157.16   341.8 150612. -3.36 -6.66 -20.56  -8.71  -9.76 2.90 6.16 5.97 -1.00  -1.0     -1.104.72 339.5 137377.
 1:12:02 0.29 269.76 148.38  4.72 1647 155.60   327.7 146174. -2.77 -4.51 -18.07 -17.10 -16.03 2.18 1.06 1.26 -1.00  -1.0     -1.126.81 324.4 117396.
 1:12:42 0.29 269.76 148.37  4.72 1647 162.71   331.6 110279. -3.76 -4.85 -15.43 -18.54 -18.13 0.76 1.20 1.11 -1.00  -1.0     -1.127.60 332.9  76995.
 1:13:23 0.29 269.76 148.37  4.72 1647 155.07   330.5 112968. -3.47 -4.98 -14.50 -15.55 -19.41 0.83 1.66 1.51 -1.00  -1.0     -1.128.85 330.2  98880.
 1:14:03 0.29 269.77 148.37  4.73 1647 168.69   330.1 113524. -2.80 -5.15  -7.61 -14.13 -20.34 6.78 4.42 4.03 -1.00  -1.0     -1.134.15 326.2  97928.
 1:14:44 0.29 269.77 148.36  4.73 1647 180.83   344.1  84369. -2.83 -4.35   7.14 -21.50 -19.40 1.26 1.07 1.16 -1.00  -1.0     -1.141.85 343.1  67386.
 1:15:24 0.29 269.77 148.36  4.73 1647  -1.00    -1.0     -1. -1.00 -1.00   4.93 -22.38 -18.72 1.05 1.66 1.42 -1.00  -1.0     -1.143.98 339.4  65122.
 1:16:05 0.29 269.77 148.36  4.73 1647 180.40   344.2  78616. -2.75 -3.80   8.34 -20.69 -18.16 2.45 1.15 1.06 -1.00  -1.0     -1.142.31 343.3  68068.
 1:16:45 0.29 269.77 148.35  4.73 1647 180.05   351.1  83076. -2.37 -3.44   9.98 -22.45 -16.55 2.27 1.63 0.75 -1.00  -1.0     -1.138.94 345.8  54282.
 1:17:26 0.29 269.78 148.35  4.73 1647 163.48   344.5  79802. -3.17 -2.89   6.42 -23.10 -16.15 1.71 0.88 1.32 -1.00  -1.0     -1.145.27 340.2  63358.
 1:18:06 0.29 269.78 148.35  4.73 1647 179.65   342.5  78983. -2.54 -4.54  10.45 -13.28 -18.74 7.5311.2022.31 -1.00  -1.0     -1.140.45 339.0  68890.
 1:18:47 0.29 269.78 148.34  4.73 1647 176.64   341.8 100900. -3.36 -4.57   5.93 -16.28 -22.62 1.78 3.13 2.42 -1.00  -1.0     -1.134.90 340.5  68562.
 1:19:27 0.29 269.79 148.34  4.73 1647 159.13   347.8 106221. -1.60 -5.40   6.36 -15.77 -20.94 0.78 2.35 2.01 -1.00  -1.0     -1.138.30 342.6  87728.
 1:20:08 0.29 269.79 148.34  4.73 1647 154.23   341.8  87367. -3.44 -4.03   5.18 -18.71 -19.04 1.72 2.30 2.58 -1.00  -1.0     -1.131.99 337.9  68754.
 1:20:48 0.29 269.79 148.33  4.73 1647 165.05   345.1  94663. -2.33 -4.80   7.36 -20.07 -20.84 0.70 2.26 1.75 -1.00  -1.0     -1.135.91 340.3  83105.
 1:21:29 0.29 269.80 148.33  4.73 1647 167.50   342.8  82647. -2.49 -3.49  11.11 -11.69 -20.16 7.3613.1921.09 -1.00  -1.0     -1.135.44 339.1  64056.
 1:22:09 0.29 269.80 148.33  4.73 1647 170.42   342.8  95427. -1.47 -4.20   8.52 -15.09 -22.17 1.54 1.56 1.62 -1.00  -1.0     -1.134.00 339.1  93182.
 1:22:50 0.29 269.80 148.33  4.73 1647 181.98   340.8  83534. -1.77 -5.19   4.80 -17.79 -19.00 5.83 2.78 2.45 -1.00  -1.0     -1.142.51 341.5  68344.
 1:23:30 0.29 269.81 148.32  4.73 1647 164.32   346.2  76732. -2.74 -4.16   8.45 -15.81 -20.23 2.88 3.48 2.87 -1.00  -1.0     -1.136.14 339.0  67633.
 1:24:11 0.29 269.81 148.32  4.73 1647 161.14   343.1 102375. -2.41 -4.72   3.87 -18.53 -18.14 3.71 2.19 1.99 -1.00  -1.0     -1.129.75 340.6  93341.
 1:24:51 0.29 269.81 148.32  4.73 1647 167.08   341.5 126245. -1.95 -3.86   1.71  -8.03  -7.1310.6110.96 6.93 -1.00  -1.0     -1.129.96 338.7  94553.
 1:25:32 0.29 269.82 148.32  4.73 1647 130.81   324.1 181417.  2.80 -0.45 -17.12  16.61   2.62 1.92 2.49 3.82 -1.00  -1.0     -1.115.69 312.0 167747.
 1:26:12 0.29 269.82 148.31  4.73 1647 160.02   318.7 179932.  3.37 -1.64 -19.74  12.13  -2.77 0.94 2.35 1.94 -1.00  -1.0     -1.131.67 303.6 144881.
 1:26:53 0.29 269.82 148.31  4.73 1647 131.08   317.5 186396.  0.77 -3.86 -19.64   6.48  -1.54 1.46 5.84 6.06 -1.00  -1.0     -1.144.53 303.3 148221.
 1:27:33 0.29 269.83 148.31  4.73 1647 167.53   330.0 152804.  1.98  0.12 -12.80   5.08  -5.98 2.28 3.67 8.72 -1.00  -1.0     -1.140.93 324.1 152567.
 1:28:14 0.29 269.83 148.30  4.73 1647 166.63   336.4 162608.  0.36 -1.10  -5.67  -0.45  -1.27 3.21 4.76 7.17 -1.00  -1.0     -1.141.66 329.5 139083.
 1:28:54 0.29 269.83 148.30  4.73 1647 168.76   336.9 169940. -1.01 -3.81  -0.92  -3.47 -10.28 1.87 2.88 3.12 -1.00  -1.0     -1.144.39 333.6 148978.
 1:29:35 0.29 269.84 148.30  4.73 1647 159.33   345.1 180185. -1.19 -3.23   2.94  -7.35 -12.35 3.34 4.27 2.47 -1.00  -1.0     -1.124.27 338.2 145274.
 1:30:15 0.29 269.84 148.30  4.73 1647 163.04   341.3 170681. -2.01 -4.50   4.54 -14.53 -20.47 5.87 3.41 3.69 -1.00  -1.0     -1.129.16 337.8 139580.
 1:30:56 0.29 269.84 148.29  4.73 1647 172.38   345.5  78522.  0.00  0.00   7.04 -20.34 -24.42 1.78 1.10 1.67 -1.00  -1.0     -1.131.90 348.0  65999.
 1:31:36 0.29 269.85 148.29  4.73 1647 158.96   342.0  72860. -3.35 -4.19   1.59 -22.09 -16.37 3.26 2.60 3.41 -1.00  -1.0     -1.134.56 339.4  69056.
 1:32:17 0.29 269.85 148.29  4.73 1647 162.49   339.5 117406. -3.60 -3.71   8.73 -25.32 -13.29 5.03 2.27 2.74 -1.00  -1.0     -1.135.90 342.5  74208.
 1:32:57 0.29 269.85 148.28  4.73 1647 157.51   353.7  98919. -3.59 -2.25  14.95 -23.65  -9.61 2.50 3.28 3.52 -1.00  -1.0     -1.145.79 356.1  82576.
 1:33:38 0.29 269.86 148.28  4.74 1647 172.02   359.1 119270. -2.16 -4.66  13.77 -17.95 -13.37 6.18 2.03 3.14 -1.00  -1.0     -1.130.99 362.3  95300.
 1:34:18 0.29 269.86 148.28  4.74 1647 178.69   355.9 124513. -2.21 -3.62  15.13 -19.07 -13.20 2.96 2.61 2.14 -1.00  -1.0     -1.142.58 355.2 115187.
 1:34:59 0.29 269.86 148.27  4.74 1647 172.75   356.5 126537.  0.00  0.00  13.86 -16.19 -12.11 2.43 3.09 3.02 -1.00  -1.0     -1.137.72 359.9 107462.
 1:35:39 0.29 269.86 148.27  4.74 1647 172.33   357.8 103749. -3.15 -2.88  15.09 -19.96  -9.87 1.94 0.77 1.38 -1.00  -1.0     -1.146.71 358.7  84697.
 1:36:20 0.29 269.87 148.27  4.74 1647 172.70   351.6 117597. -3.82 -2.66   4.51 -20.78 -14.19 6.29 4.08 3.45 -1.00  -1.0     -1.138.44 353.1  95995.
 1:37:00 0.29 269.87 148.27  4.74 1647 187.50   350.9 101355. -3.54 -3.44   7.84 -25.26 -12.59 1.23 3.07 2.50 -1.00  -1.0     -1.130.47 345.9  79353.
 1:37:41 0.29 269.87 148.26  4.74 1647 164.51   347.1  99390. -4.21 -2.61   7.54 -27.01 -12.98 2.11 1.64 1.69 -1.00  -1.0     -1.131.50 347.6  71674.
 1:38:21 0.29 269.88 148.26  4.74 1647 168.63   350.9 123714. -2.57 -3.21  15.12 -20.81 -15.26 3.73 2.96 1.85 -1.00  -1.0     -1.131.00 348.1  88855.
 1:39:02 0.29 269.88 148.26  4.74 1647 168.96   355.8  81348.  0.69 -2.67  19.59 -15.67 -17.28 1.93 3.43 2.12  2.53 355.5 256641.130.42 356.0  94533.
 1:39:42 0.29 269.88 148.25  4.74 1647 170.34   353.0  91493. -0.36 -3.99  18.33 -17.17 -16.37 1.60 2.13 1.84  2.34 355.7 173806.133.04 356.1  80256.
 1:40:23 0.29 269.89 148.25  4.74 1647 164.72   340.8  69260. -3.48 -2.90   2.45 -25.39 -12.4710.29 6.63 3.28  2.42 337.5 167127.131.21 346.0  72320.
 1:41:03 0.29 269.89 148.25  4.74 1647 177.30   338.3  75423. -3.16 -4.36   6.76 -24.89 -15.79 7.58 4.16 3.06 -1.00  -1.0     -1.135.25 344.3  88602.
 1:41:44 0.29 269.89 148.24  4.74 1647 179.97   353.1  90382. -1.13 -2.96  16.92 -20.40 -13.04 2.71 1.76 2.21  1.88 362.5 171337.143.10 355.4 102586.
